"palavras","sentimentos"
"desmoralizado","negativo"
"desmoralizados","negativo"
"desmoralizam","negativo"
"desmoralizando","negativo"
"desmoralizante","negativo"
"desmoralizar","negativo"
"desnecessariamente","negativo"
"desnecessario","negativo"
"desonestidade","negativo"
"desonesto","negativo"
"desonestos","negativo"
"desonra","negativo"
"desonrada","negativo"
"desordem","negativo"
"desordenada","negativo"
"desordenado","negativo"
"desordens","negativo"
"despeito","negativo"
"despejo","negativo"
"despenca","negativo"
"despencam","negativo"
"despencando","negativo"
"despencar","negativo"
"despencaram","negativo"
"despencarem","negativo"
"despencou","negativo"
"desperdicado","negativo"
"desperdicadores","negativo"
"desperdicam","negativo"
"desperdicando","negativo"
"desperdicar","negativo"
"desperdicio","negativo"
"desperdicios","negativo"
"desperdicou","negativo"
"despesa","negativo"
"despesas","negativo"
"desprezar","negativo"
"desprezaram","negativo"
"despreziveis","negativo"
"desprezivel","negativo"
"desprezo","negativo"
"desprovido","negativo"
"desqualifica","negativo"
"desqualificacao","negativo"
"desqualificadas","negativo"
"desqualificam","negativo"
"desqualificar","negativo"
"desrespeito","negativo"
"desrespeitos","negativo"
"destituicao","negativo"
"destituir","negativo"
"destroem","negativo"
"destroi","negativo"
"destrua","negativo"
"destrui","negativo"
"destruicao","negativo"
"destruida","negativo"
"destruidas","negativo"
"destruido","negativo"
"destruidor","negativo"
"destruidores","negativo"
"destruidos","negativo"
"destruindo","negativo"
"destruir","negativo"
"destruiram","negativo"
"destruiria","negativo"
"destruiu","negativo"
"destrutiva","negativo"
"destrutivo","negativo"
"desvaloriza","negativo"
"desvalorizacao","negativo"
"desvalorizacoes","negativo"
"desvalorizada","negativo"
"desvalorizadas","negativo"
"desvalorizado","negativo"
"desvalorizados","negativo"
"desvalorizando","negativo"
"desvalorizar","negativo"
"desvalorizaram","negativo"
"desvalorize","negativo"
"desvalorizou","negativo"
"desvantagem","negativo"
"desvantagens","negativo"
"desvantajosa","negativo"
"desvia","negativo"
"desviada","negativo"
"desviadas","negativo"
"desviado","negativo"
"desviados","negativo"
"desviam","negativo"
"desviando","negativo"
"desviar","negativo"
"desviaram","negativo"
"desviava","negativo"
"desvio","negativo"
"desvios","negativo"
"desviou","negativo"
"detencao","negativo"
"detencoes","negativo"
"deter","negativo"
"detera","negativo"
"deterioracao","negativo"
"deteriorando","negativo"
"deteriorar","negativo"
"deteriorou","negativo"
"detida","negativo"
"detidas","negativo"
"detido","negativo"
"detidos","negativo"
"detinha","negativo"
"detinham","negativo"
"detonou","negativo"
"devastacao","negativo"
"devastada","negativo"
"devastadas","negativo"
"devastado","negativo"
"devastador","negativo"
"devastadora","negativo"
"devastadoras","negativo"
"devastadores","negativo"
"devastados","negativo"
"devastando","negativo"
"devastar","negativo"
"devastaram","negativo"
"devastou","negativo"
"devedor","negativo"
"devedora","negativo"
"devedores","negativo"
"devendo","negativo"
"devolucao","negativo"
"devolver","negativo"
"devolveu","negativo"
"devolvida","negativo"
"devolvido","negativo"
"devolvidos","negativo"
"dificeis","negativo"
"dificil","negativo"
"dificilimo","negativo"
"dificilmente","negativo"
"dificuldade","negativo"
"dificuldades","negativo"
"dificulta","negativo"
"dificultada","negativo"
"dificultado","negativo"
"dificultam","negativo"
"dificultando","negativo"
"dificultar","negativo"
"dificultaram","negativo"
"dificultaria","negativo"
"dificultava","negativo"
"dificultou","negativo"
"diminua","negativo"
"diminuam","negativo"
"diminuem","negativo"
"diminuia","negativo"
"diminuicao","negativo"
"diminuida","negativo"
"diminuido","negativo"
"diminuindo","negativo"
"diminuir","negativo"
"diminuira","negativo"
"diminuiria","negativo"
"discorda","negativo"
"discordam","negativo"
"discordancia","negativo"
"discordancias","negativo"
"discordando","negativo"
"discordante","negativo"
"discordantes","negativo"
"discordar","negativo"
"discordaram","negativo"
"discordava","negativo"
"discordavam","negativo"
"discordia","negativo"
"discordias","negativo"
"discussao","negativo"
"discussoes","negativo"
"discutem","negativo"
"discuti","negativo"
"discutia","negativo"
"discutiu","negativo"
"dispendio","negativo"
"dispendios","negativo"
"dispendiosa","negativo"
"dispendioso","negativo"
"dispendiosos","negativo"
"disputa","negativo"
"disputada","negativo"
"disputado","negativo"
"dissidencia","negativo"
"dissidencias","negativo"
"dissidente","negativo"
"dissidentes","negativo"
"dissociar","negativo"
"dissolucao","negativo"
"dissolver","negativo"
"distorcao","negativo"
"distorce","negativo"
"distorcem","negativo"
"distorcer","negativo"
"distorcida","negativo"
"distorcoes","negativo"
"disturbios","negativo"
"divergem","negativo"
"divergencia","negativo"
"divergencias","negativo"
"divergentes","negativo"
"divergir","negativo"
"divida","negativo"
"dividas","negativo"
"doenca","negativo"
"doencas","negativo"
"doente","negativo"
"doloso","negativo"
"drastica","negativo"
"drasticamente","negativo"
"drasticas","negativo"
"drastico","negativo"
"drasticos","negativo"
"duramente","negativo"
"duvida","negativo"
"duvidam","negativo"
"duvidar","negativo"
"duvidas","negativo"
"duvidosa","negativo"
"duvidosas","negativo"
"duvidoso","negativo"
"duvidosos","negativo"
"elimina","negativo"
"eliminacao","negativo"
"eliminada","negativo"
"eliminadas","negativo"
"eliminado","negativo"
"eliminados","negativo"
"eliminam","negativo"
"eliminamos","negativo"
"eliminando","negativo"
"eliminar","negativo"
"eliminaram","negativo"
"embargo","negativo"
"embargos","negativo"
"emergencia","negativo"
"emergenciais","negativo"
"emergencial","negativo"
"emergencias","negativo"
"empecilho","negativo"
"empecilhos","negativo"
"encarece","negativo"
"encarecem","negativo"
"encarecendo","negativo"
"encarecer","negativo"
"encareceram","negativo"
"encareceria","negativo"
"encareceu","negativo"
"encarecimento","negativo"
"encargo","negativo"
"encargos","negativo"
"encolheu","negativo"
"encolhido","negativo"
"encolhimento","negativo"
"endivida","negativo"
"endividada","negativo"
"endividadas","negativo"
"endividado","negativo"
"endividados","negativo"
"endividam","negativo"
"endividamento","negativo"
"endividando","negativo"
"endividar","negativo"
"endividaram","negativo"
"endividou","negativo"
"endurecer","negativo"
"endureceu","negativo"
"endurecimento","negativo"
"enfraqueca","negativo"
"enfraquece","negativo"
"enfraquecem","negativo"
"enfraquecendo","negativo"
"enfraquecer","negativo"
"enfraquecera","negativo"
"enfraqueceram","negativo"
"enfraqueceria","negativo"
"enfraqueceu","negativo"
"enfraquecida","negativo"
"enfraquecidas","negativo"
"enfraquecido","negativo"
"enfraquecidos","negativo"
"enfraquecimento","negativo"
"enfureceu","negativo"
"enfurecida","negativo"
"enfurecido","negativo"
"engana","negativo"
"enganacao","negativo"
"enganada","negativo"
"enganado","negativo"
"enganadora","negativo"
"enganados","negativo"
"enganam","negativo"
"enganando","negativo"
"enganar","negativo"
"engano","negativo"
"enganos","negativo"
"enganosa","negativo"
"enganosas","negativo"
"enganoso","negativo"
"enganosos","negativo"
"enganou","negativo"
"epidemia","negativo"
"epidemias","negativo"
"equivocada","negativo"
"equivocadamente","negativo"
"equivocadas","negativo"
"equivocado","negativo"
"equivocados","negativo"
"equivoco","negativo"
"equivocos","negativo"
"erosao","negativo"
"erra","negativo"
"errada","negativo"
"erradamente","negativo"
"erradas","negativo"
"errado","negativo"
"errados","negativo"
"errando","negativo"
"errar","negativo"
"erraram","negativo"
"erro","negativo"
"erronea","negativo"
"erroneamente","negativo"
"erroneas","negativo"
"erros","negativo"
"errou","negativo"
"escandalo","negativo"
"escandalos","negativo"
"escandalosa","negativo"
"escandalosamente","negativo"
"escandalosas","negativo"
"escandaloso","negativo"
"escandalosos","negativo"
"escapar","negativo"
"escaparam","negativo"
"escapou","negativo"
"escassez","negativo"
"escombros","negativo"
"esconder","negativo"
"escondeu","negativo"
"escondia","negativo"
"escondiam","negativo"
"escondida","negativo"
"escondidas","negativo"
"escondido","negativo"
"escondidos","negativo"
"esgota","negativo"
"esgotada","negativo"
"esgotadas","negativo"
"esgotado","negativo"
"esgotados","negativo"
"esgotam","negativo"
"esgotamento","negativo"
"esgotando","negativo"
"esgotar","negativo"
"esgotaram","negativo"
"esgotarem","negativo"
"espera","negativo"
"esquecem","negativo"
"esquecendo","negativo"
"esquecer","negativo"
"esqueceram","negativo"
"esqueceu","negativo"
"esquecida","negativo"
"esquecidas","negativo"
"esquecido","negativo"
"esquecidos","negativo"
"esquecimento","negativo"
"estagnacao","negativo"
"estagnada","negativo"
"estagnadas","negativo"
"estagnado","negativo"
"estagnados","negativo"
"estagnar","negativo"
"estagnou","negativo"
"estraga","negativo"
"estragada","negativo"
"estragar","negativo"
"estrago","negativo"
"estragos","negativo"
"estragou","negativo"
"estressado","negativo"
"estressados","negativo"
"estressante","negativo"
"estressar","negativo"
"estresse","negativo"
"esvazia","negativo"
"esvaziada","negativo"
"esvaziadas","negativo"
"esvaziado","negativo"
"esvaziados","negativo"
"esvaziamento","negativo"
"esvaziando","negativo"
"esvaziar","negativo"
"esvaziou","negativo"
"evasao","negativo"
"evasivo","negativo"
"evita","negativo"
"evitada","negativo"
"evitadas","negativo"
"evitado","negativo"
"evitados","negativo"
"evitam","negativo"
"evitando","negativo"
"evitar","negativo"
"evitara","negativo"
"evitaram","negativo"
"evite","negativo"
"evitem","negativo"
"evitou","negativo"
"excluem","negativo"
"exclui","negativo"
"excluida","negativo"
"excluidas","negativo"
"excluido","negativo"
"excluidos","negativo"
"excluindo","negativo"
"excluir","negativo"
"excluiu","negativo"
"exclusao","negativo"
"exoneracao","negativo"
"exoneracoes","negativo"
"exonerada","negativo"
"exonerado","negativo"
"exonerar","negativo"
"exorbitantes","negativo"
"exorbitar","negativo"
"explode","negativo"
"explodem","negativo"
"explodido","negativo"
"explodindo","negativo"
"explodir","negativo"
"explodiram","negativo"
"explodiu","negativo"
"exploracao","negativo"
"explorada","negativo"
"exploradas","negativo"
"explorado","negativo"
"explorador","negativo"
"expropria","negativo"
"expropriacao","negativo"
"expropriacoes","negativo"
"expropriada","negativo"
"expropriar","negativo"
"expropriou","negativo"
"expulsa","negativo"
"expulsado","negativo"
"expulsando","negativo"
"expulsao","negativo"
"expulsar","negativo"
"expulsaram","negativo"
"expulso","negativo"
"expulsos","negativo"
"expulsou","negativo"
"extincao","negativo"
"extorsao","negativo"
"extravio","negativo"
"falcatrua","negativo"
"falcatruas","negativo"
"falencia","negativo"
"falencias","negativo"
"falha","negativo"
"falhado","negativo"
"falham","negativo"
"falhar","negativo"
"falharam","negativo"
"falhas","negativo"
"falho","negativo"
"falhou","negativo"
"falida","negativo"
"falidas","negativo"
"falido","negativo"
"falidos","negativo"
"falir","negativo"
"faliram","negativo"
"faliu","negativo"
"falsa","negativo"
"falsamente","negativo"
"falsas","negativo"
"falsidade","negativo"
"falsidades","negativo"
"falsificacao","negativo"
"falsificacoes","negativo"
"falsificadores","negativo"
"falsificados","negativo"
"falsificar","negativo"
"falsos","negativo"
"falta","negativo"
"faltando","negativo"
"faltar","negativo"
"faltaram","negativo"
"faltas","negativo"
"faltava","negativo"
"faltou","negativo"
"fardo","negativo"
"farsa","negativo"
"farsante","negativo"
"fatais","negativo"
"fatal","negativo"
"fatalidade","negativo"
"fatalmente","negativo"
"fechada","negativo"
"fere","negativo"
"ferem","negativo"
"ferido","negativo"
"feridos","negativo"
"ferir","negativo"
"feriram","negativo"
"feriu","negativo"
"fianca","negativo"
"fiancas","negativo"
"ficticio","negativo"
"ficticios","negativo"
"finge","negativo"
"fingir","negativo"
"flagrado","negativo"
"flagrados","negativo"
"flagrante","negativo"
"forcada","negativo"
"forcado","negativo"
"forcados","negativo"
"forcando","negativo"
"forcar","negativo"
"forcaram","negativo"
"forcou","negativo"
"fracassa","negativo"
"fracassada","negativo"
"fracassadas","negativo"
"fracassado","negativo"
"fracassados","negativo"
"fracassam","negativo"
"fracassando","negativo"
"fracassar","negativo"
"fracassaram","negativo"
"fracassarem","negativo"
"fracasso","negativo"
"fracassos","negativo"
"fracassou","negativo"
"fraco","negativo"
"fracos","negativo"
"fragilidade","negativo"
"fragilidades","negativo"
"fragilizacao","negativo"
"fragilizada","negativo"
"fragilizadas","negativo"
"fragilizado","negativo"
"fragilizados","negativo"
"fragilizar","negativo"
"fraqueza","negativo"
"fraquezas","negativo"
"fraudada","negativo"
"fraudadas","negativo"
"fraudado","negativo"
"fraudador","negativo"
"fraudadores","negativo"
"fraudados","negativo"
"fraudando","negativo"
"fraudar","negativo"
"fraudaram","negativo"
"fraudava","negativo"
"fraude","negativo"
"fraudes","negativo"
"fraudou","negativo"
"fraudulenta","negativo"
"fraudulentamente","negativo"
"fraudulentas","negativo"
"fraudulento","negativo"
"fraudulentos","negativo"
"frustra","negativo"
"frustracao","negativo"
"frustracoes","negativo"
"frustrada","negativo"
"frustradas","negativo"
"frustrado","negativo"
"frustrados","negativo"
"frustrante","negativo"
"frustrantes","negativo"
"frustrar","negativo"
"frustraram","negativo"
"frustrou","negativo"
"fugido","negativo"
"fugindo","negativo"
"fugir","negativo"
"fugiram","negativo"
"fugitivo","negativo"
"fugitivos","negativo"
"fugiu","negativo"
"furia","negativo"
"furiosa","negativo"
"furiosamente","negativo"
"furioso","negativo"
"furiosos","negativo"
"gargalo","negativo"
"gargalos","negativo"
"gasta","negativo"
"gastado","negativo"
"gastador","negativo"
"gastadora","negativo"
"gastadores","negativo"
"gastam","negativo"
"gastamos","negativo"
"gastanca","negativo"
"gastando","negativo"
"gastar","negativo"
"gastara","negativo"
"gastaram","negativo"
"gastaria","negativo"
"gastava","negativo"
"gastavam","negativo"
"gasto","negativo"
"gastos","negativo"
"golpe","negativo"
"golpes","negativo"
"golpismo","negativo"
"golpista","negativo"
"golpistas","negativo"
"gravidade","negativo"
"gravissima","negativo"
"gravissimas","negativo"
"gravissimo","negativo"
"gravissimos","negativo"
"greve","negativo"
"greves","negativo"
"hiperinflacao","negativo"
"horrenda","negativo"
"horrendo","negativo"
"horriveis","negativo"
"horrivel","negativo"
"horror","negativo"
"horrores","negativo"
"horrorizado","negativo"
"horrorosa","negativo"
"horroroso","negativo"
"hostil","negativo"
"hostilidade","negativo"
"hostilidades","negativo"
"hostilizada","negativo"
"hostilizado","negativo"
"hostilizar","negativo"
"hostis","negativo"
"humilhacao","negativo"
"humilhacoes","negativo"
"humilhada","negativo"
"humilhado","negativo"
"ignora","negativo"
"ignorada","negativo"
"ignoradas","negativo"
"ignorado","negativo"
"ignorados","negativo"
"ignoram","negativo"
"ignorancia","negativo"
"ignorando","negativo"
"Ignorando","negativo"
"ignorante","negativo"
"ignorantes","negativo"
"ignorar","negativo"
"ignoraram","negativo"
"ilegais","negativo"
"ilegal","negativo"
"ilegalidade","negativo"
"ilegalidades","negativo"
"ilegalmente","negativo"
"ilicita","negativo"
"ilicitamente","negativo"
"ilicitas","negativo"
"ilicito","negativo"
"ilicitos","negativo"
"ilicitude","negativo"
"ilicitudes","negativo"
"imorais","negativo"
"imoral","negativo"
"imoralidade","negativo"
"impede","negativo"
"impedem","negativo"
"impedia","negativo"
"impediam","negativo"
"impedido","negativo"
"impedidos","negativo"
"impedimento","negativo"
"impedimentos","negativo"
"impedindo","negativo"
"impedir","negativo"
"impedira","negativo"
"impediram","negativo"
"impedirem","negativo"
"impediria","negativo"
"impediriam","negativo"
"impedisse","negativo"
"impedissem","negativo"
"impediu","negativo"
"imperfeicao","negativo"
"imperfeicoes","negativo"
"impoe","negativo"
"impoem","negativo"
"impondo","negativo"
"impor","negativo"
"impos","negativo"
"imposicao","negativo"
"imposicoes","negativo"
"impositiva","negativo"
"impositivo","negativo"
"impossibilidade","negativo"
"impossibilita","negativo"
"impossibilitada","negativo"
"impossibilitado","negativo"
"impossibilitados","negativo"
"impossibilitando","negativo"
"impossibilitar","negativo"
"impossibilitou","negativo"
"impossiveis","negativo"
"impossivel","negativo"
"imposta","negativo"
"impostas","negativo"
"imposto","negativo"
"impostos","negativo"
"impotencia","negativo"
"impotente","negativo"
"improbidade","negativo"
"improprio","negativo"
"improprios","negativo"
"imprudencia","negativo"
"imprudente","negativo"
"impunidade","negativo"
"inaceitavel","negativo"
"inadequacao","negativo"
"inadequada","negativo"
"inadequadamente","negativo"
"inadequadas","negativo"
"inadequado","negativo"
"inadequados","negativo"
"inadimplencia","negativo"
"inadimplente","negativo"
"inadimplentes","negativo"
"inadmissivel","negativo"
"inaptos","negativo"
"incapacidade","negativo"
"incapaz","negativo"
"incapazes","negativo"
"incerta","negativo"
"incerteza","negativo"
"incertezas","negativo"
"incerto","negativo"
"incidente","negativo"
"incidentes","negativo"
"incomoda","negativo"
"incomodado","negativo"
"incomodar","negativo"
"incomodava","negativo"
"incomodavam","negativo"
"incomodo","negativo"
"incomodos","negativo"
"incompatibilidade","negativo"
"incompativeis","negativo"
"incompativel","negativo"
"incompetencia","negativo"
"incompetente","negativo"
"incompetentes","negativo"
"inconcebivel","negativo"
"inconsistencia","negativo"
"inconsistencias","negativo"
"inconsistente","negativo"
"inconsistentes","negativo"
"inconveniente","negativo"
"inconvenientes","negativo"
"incorreto","negativo"
"incorretos","negativo"
"indefinicao","negativo"
"indefinicoes","negativo"
"indefinida","negativo"
"indefinidamente","negativo"
"indefinidas","negativo"
"indefinido","negativo"
"indesejada","negativo"
"indesejadas","negativo"
"indesejado","negativo"
"indesejados","negativo"
"indesejaveis","negativo"
"indesejavel","negativo"
"indevida","negativo"
"indevidamente","negativo"
"indevidas","negativo"
"indevido","negativo"
"indevidos","negativo"
"indiciado","negativo"
"indiciados","negativo"
"indiciamento","negativo"
"indignacao","negativo"
"indignada","negativo"
"indignadas","negativo"
"indignado","negativo"
"Indignado","negativo"
"indignados","negativo"
"indignar","negativo"
"indignidade","negativo"
"indignou","negativo"
"ineficacia","negativo"
"ineficaz","negativo"
"ineficazes","negativo"
"ineficiencia","negativo"
"ineficiencias","negativo"
"ineficiente","negativo"
"ineficientes","negativo"
"inercia","negativo"
"infeliz","negativo"
"infelizes","negativo"
"infelizmente","negativo"
"inferior","negativo"
"inferiores","negativo"
"infidelidade","negativo"
"infieis","negativo"
"infiel","negativo"
"inflacao","negativo"
"inflacionar","negativo"
"inflacionaria","negativo"
"inflacionarias","negativo"
"inflacionario","negativo"
"inflacionarios","negativo"
"inflacoes","negativo"
"infracao","negativo"
"infracoes","negativo"
"infrator","negativo"
"infratoras","negativo"
"infratores","negativo"
"infringindo","negativo"
"inibe","negativo"
"inibem","negativo"
"inibicao","negativo"
"inibido","negativo"
"inibidor","negativo"
"inibidores","negativo"
"inibindo","negativo"
"inibir","negativo"
"inibiu","negativo"
"injuria","negativo"
"injurias","negativo"
"injusta","negativo"
"injustamente","negativo"
"injustas","negativo"
"injustica","negativo"
"injusticada","negativo"
"injusticado","negativo"
"injusticados","negativo"
"injusticas","negativo"
"injustificavel","negativo"
"injusto","negativo"
"injustos","negativo"
"inquerito","negativo"
"inqueritos","negativo"
"insatisfacao","negativo"
"insatisfacoes","negativo"
"insatisfatoria","negativo"
"insatisfatorias","negativo"
"insatisfatorio","negativo"
"insatisfatorios","negativo"
"insatisfeita","negativo"
"insatisfeitas","negativo"
"insatisfeito","negativo"
"insatisfeitos","negativo"
"insegura","negativo"
"inseguranca","negativo"
"insegurancas","negativo"
"inseguras","negativo"
"inseguro","negativo"
"inseguros","negativo"
"insolvencia","negativo"
"instabilidade","negativo"
"instaveis","negativo"
"instavel","negativo"
"insucesso","negativo"
"insucessos","negativo"
"insuficiencia","negativo"
"insuficiencias","negativo"
"insuficiente","negativo"
"insuficientemente","negativo"
"insuficientes","negativo"
"insuperaveis","negativo"
"insuperavel","negativo"
"insuportaveis","negativo"
"insuportavel","negativo"
"insustentabilidade","negativo"
"insustentaveis","negativo"
"insustentavel","negativo"
"interdicao","negativo"
"interfere","negativo"
"interferem","negativo"
"interferencia","negativo"
"interferencias","negativo"
"interferindo","negativo"
"interferir","negativo"
"interferiu","negativo"
"interrompe","negativo"
"interrompendo","negativo"
"interromper","negativo"
"interromperam","negativo"
"interrompeu","negativo"
"interrompida","negativo"
"interrompidas","negativo"
"interrompido","negativo"
"interrompidos","negativo"
"interrupcao","negativo"
"interrupcoes","negativo"
"intimacao","negativo"
"intimado","negativo"
"intimida","negativo"
"intimidacao","negativo"
"intimidacoes","negativo"
"intimidada","negativo"
"intimidado","negativo"
"intimidados","negativo"
"intimidam","negativo"
"intimidando","negativo"
"intimidar","negativo"
"intimidou","negativo"
"inuteis","negativo"
"inutil","negativo"
"inutilidade","negativo"
"inutilmente","negativo"
"invadida","negativo"
"invadidas","negativo"
"invadido","negativo"
"invadidos","negativo"
"invadir","negativo"
"invadiram","negativo"
"invadirem","negativo"
"invadiu","negativo"
"invalida","negativo"
"invalidada","negativo"
"invalidar","negativo"
"invalidas","negativo"
"invalidez","negativo"
"invalido","negativo"
"invalidos","negativo"
"invasao","negativo"
"invasiva","negativo"
"invasivas","negativo"
"invasivo","negativo"
"invasivos","negativo"
"invasoes","negativo"
"investiga","negativo"
"investigacao","negativo"
"Investigacao","negativo"
"investigacoes","negativo"
"Investigacoes","negativo"
"investigada","negativo"
"investigadas","negativo"
"investigado","negativo"
"investigados","negativo"
"investigam","negativo"
"investigando","negativo"
"investigar","negativo"
"investigaram","negativo"
"investigativa","negativo"
"investigativas","negativo"
"investigativo","negativo"
"investigava","negativo"
"investigavam","negativo"
"investigou","negativo"
"investigue","negativo"
"investiguem","negativo"
"inviabiliza","negativo"
"inviabilizacao","negativo"
"inviabilizada","negativo"
"inviabilizado","negativo"
"inviabilizados","negativo"
"inviabilizam","negativo"
"inviabilizando","negativo"
"inviabilizar","negativo"
"inviabilizaram","negativo"
"inviabilizaria","negativo"
"inviabilizem","negativo"
"inviabilizou","negativo"
"inviaveis","negativo"
"inviavel","negativo"
"irregular","negativo"
"irregulares","negativo"
"irregularidade","negativo"
"irregularidades","negativo"
"irregularmente","negativo"
"irreparaveis","negativo"
"irreparavel","negativo"
"irresponsabilidade","negativo"
"irresponsabilidades","negativo"
"irresponsaveis","negativo"
"irresponsavel","negativo"
"irresponsavelmente","negativo"
"irreversiveis","negativo"
"irreversivel","negativo"
"irreversivelmente","negativo"
"irritacao","negativo"
"irritada","negativo"
"irritadas","negativo"
"irritado","negativo"
"irritados","negativo"
"irritam","negativo"
"irritando","negativo"
"irritante","negativo"
"irritar","negativo"
"irritaram","negativo"
"irritava","negativo"
"irritou","negativo"
"juros","negativo"
"lamenta","negativo"
"lamentacoes","negativo"
"lamentado","negativo"
"lamentam","negativo"
"lamentamos","negativo"
"lamentando","negativo"
"lamentar","negativo"
"lamentaram","negativo"
"lamentava","negativo"
"lamentaveis","negativo"
"lamentavel","negativo"
"lamentavelmente","negativo"
"lamento","negativo"
"lamentou","negativo"
"lentidao","negativo"
"lento","negativo"
"lentos","negativo"
"lesa","negativo"
"lesada","negativo"
"lesado","negativo"
"lesados","negativo"
"lesao","negativo"
"lesar","negativo"
"lesoes","negativo"
"limita","negativo"
"limitacao","negativo"
"limitacoes","negativo"
"limitada","negativo"
"limitadas","negativo"
"limitado","negativo"
"limitados","negativo"
"limitam","negativo"
"limitando","negativo"
"limitar","negativo"
"limitaram","negativo"
"limitava","negativo"
"limite","negativo"
"limites","negativo"
"limitou","negativo"
"litigio","negativo"
"litigios","negativo"
"litigiosidade","negativo"
"mafia","negativo"
"mafias","negativo"
"mafiosa","negativo"
"mafioso","negativo"
"mafiosos","negativo"
"maldade","negativo"
"maldades","negativo"
"maldicao","negativo"
"maldita","negativo"
"maldito","negativo"
"maleficio","negativo"
"maleficios","negativo"
"malefico","negativo"
"males","negativo"
"malfeita","negativo"
"malfeito","negativo"
"malfeitores","negativo"
"malfeitorias","negativo"
"malfeitos","negativo"
"maliciosa","negativo"
"maltratadas","negativo"
"maltratava","negativo"
"manipula","negativo"
"manipulacao","negativo"
"manipulacoes","negativo"
"manipulada","negativo"
"manipuladas","negativo"
"manipulado","negativo"
"manipulador","negativo"
"manipuladores","negativo"
"manipulados","negativo"
"manipulam","negativo"
"manipulando","negativo"
"manipular","negativo"
"massacrada","negativo"
"massacrado","negativo"
"massacrados","negativo"
"massacrar","negativo"
"massacre","negativo"
"massacres","negativo"
"matam","negativo"
"matanca","negativo"
"matancas","negativo"
"matando","negativo"
"matar","negativo"
"mataram","negativo"
"matavam","negativo"
"maus","negativo"
"mediocre","negativo"
"medo","negativo"
"medos","negativo"
"mensalao","negativo"
"Mensalao","negativo"
"mensaloes","negativo"
"mentir","negativo"
"mentira","negativo"
"mentiras","negativo"
"mentirosa","negativo"
"mentirosas","negativo"
"mentiroso","negativo"
"mentirosos","negativo"
"minimamente","negativo"
"minimiza","negativo"
"miseraveis","negativo"
"miseravel","negativo"
"miseria","negativo"
"miserias","negativo"
"morosa","negativo"
"morosidade","negativo"
"moroso","negativo"
"morra","negativo"
"morram","negativo"
"morre","negativo"
"morrem","negativo"
"morrendo","negativo"
"morrer","negativo"
"morrera","negativo"
"morreram","negativo"
"morrerao","negativo"
"morrerem","negativo"
"morreria","negativo"
"morresse","negativo"
"morreu","negativo"
"morria","negativo"
"morriam","negativo"
"morrido","negativo"
"mortalidade","negativo"
"mortas","negativo"
"morte","negativo"
"mortes","negativo"
"morto","negativo"
"mortos","negativo"
"multa","negativo"
"multada","negativo"
"multadas","negativo"
"multado","negativo"
"multados","negativo"
"multar","negativo"
"multas","negativo"
"nega","negativo"
"negacao","negativo"
"negada","negativo"
"negadas","negativo"
"negado","negativo"
"negados","negativo"
"negam","negativo"
"negamos","negativo"
"negando","negativo"
"negar","negativo"
"negara","negativo"
"negaram","negativo"
"negarem","negativo"
"negativa","negativo"
"negativamente","negativo"
"negativas","negativo"
"negativo","negativo"
"negativos","negativo"
"negava","negativo"
"negavam","negativo"
"negligencia","negativo"
"negligenciadas","negativo"
"negligenciar","negativo"
"negligente","negativo"
"obito","negativo"
"obitos","negativo"
"obrigacoes","negativo"
"obsessao","negativo"
"obsessiva","negativo"
"obsessivamente","negativo"
"obsessivo","negativo"
"obsessoes","negativo"
"obsolescencia","negativo"
"obsoleta","negativo"
"obsoletas","negativo"
"obsoleto","negativo"
"obsoletos","negativo"
"obstaculo","negativo"
"obstaculos","negativo"
"obstante","negativo"
"obstrucao","negativo"
"obstrucoes","negativo"
"obstruida","negativo"
"obstruido","negativo"
"obstruindo","negativo"
"obstruir","negativo"
"obstruiram","negativo"
"obstruiu","negativo"
"oculta","negativo"
"ocultacao","negativo"
"ocultado","negativo"
"ocultados","negativo"
"ocultam","negativo"
"ocultando","negativo"
"ocultar","negativo"
"ocultas","negativo"
"ocultava","negativo"
"oculto","negativo"
"ocultos","negativo"
"odio","negativo"
"odios","negativo"
"ofende","negativo"
"ofendem","negativo"
"ofendendo","negativo"
"ofender","negativo"
"ofendeu","negativo"
"ofendida","negativo"
"ofendido","negativo"
"ofendidos","negativo"
"ofensa","negativo"
"ofensas","negativo"
"ofensiva","negativo"
"ofensivas","negativo"
"ofensivo","negativo"
"ofensivos","negativo"
"ofuscadas","negativo"
"ofuscaram","negativo"
"omissao","negativo"
"omissas","negativo"
"omisso","negativo"
"omissoes","negativo"
"omissos","negativo"
"omite","negativo"
"omitem","negativo"
"omitida","negativo"
"omitido","negativo"
"omitidos","negativo"
"omitindo","negativo"
"omitir","negativo"
"omitiram","negativo"
"omitiu","negativo"
"onera","negativo"
"oneradas","negativo"
"onerado","negativo"
"onerados","negativo"
"oneram","negativo"
"onerando","negativo"
"onerar","negativo"
"onerosa","negativo"
"onerosas","negativo"
"oneroso","negativo"
"onerosos","negativo"
"opoe","negativo"
"opoem","negativo"
"opondo","negativo"
"oponente","negativo"
"oponentes","negativo"
"opor","negativo"
"oportunismo","negativo"
"oportunista","negativo"
"oportunistas","negativo"
"oposicoes","negativo"
"opositor","negativo"
"opositora","negativo"
"opositoras","negativo"
"opositores","negativo"
"oposta","negativo"
"opostas","negativo"
"oposto","negativo"
"opostos","negativo"
"opressao","negativo"
"opressiva","negativo"
